id_consumption,user_id,nutrition_id,date_consommation,repas_type,quantite_grammes
537,8792009665,551,2016-04-17,BREAKFAST,232.39
538,8792009665,111,2016-04-17,BREAKFAST,345.18
539,6962181067,553,2016-04-17,BREAKFAST,306.18
540,6962181067,251,2016-04-17,BREAKFAST,156.79
541,6962181067,358,2016-04-17,SNACK,162.03
542,6962181067,537,2016-04-17,SNACK,316.07
543,2026352035,15,2016-04-17,DINNER,266.33
544,2026352035,556,2016-04-17,LUNCH,124.12
545,3372868164,394,2016-04-17,BREAKFAST,221.01
546,3372868164,68,2016-04-17,BREAKFAST,137.87
547,3372868164,223,2016-04-17,DINNER,117.7
548,8378563200,291,2016-04-17,BREAKFAST,189.35
549,8378563200,339,2016-04-17,DINNER,298.42
550,8378563200,112,2016-04-17,SNACK,343.09
551,2320127002,48,2016-04-17,SNACK,251.24
552,2320127002,345,2016-04-17,SNACK,195.84
553,7086361926,216,2016-04-17,BREAKFAST,348.26
554,7086361926,255,2016-04-17,DINNER,338.85
555,1844505072,418,2016-04-17,DINNER,332.69
556,1844505072,24,2016-04-17,SNACK,306.12
557,1844505072,121,2016-04-17,LUNCH,111.73
558,4319703577,36,2016-04-17,SNACK,224.42
559,4319703577,167,2016-04-17,SNACK,327.25
560,8583815059,515,2016-04-17,LUNCH,97.04
561,8583815059,336,2016-04-17,SNACK,341.56
562,1624580081,468,2016-04-17,LUNCH,105.46
563,1624580081,184,2016-04-17,BREAKFAST,314.17
564,1624580081,171,2016-04-17,SNACK,271.12
565,1644430081,489,2016-04-17,LUNCH,294.86
566,1644430081,577,2016-04-17,SNACK,227.33
567,1644430081,75,2016-04-17,DINNER,226.74
568,4388161847,532,2016-04-17,SNACK,210.39
569,4388161847,570,2016-04-17,LUNCH,203.23
570,3977333714,166,2016-04-17,BREAKFAST,200.44
571,3977333714,214,2016-04-17,DINNER,331.28
572,3977333714,228,2016-04-17,BREAKFAST,245.3
573,3977333714,508,2016-04-17,DINNER,89.5
574,5553957443,186,2016-04-17,BREAKFAST,343.84
575,5553957443,122,2016-04-17,LUNCH,143.82
576,5553957443,508,2016-04-17,DINNER,93.26
577,5553957443,93,2016-04-17,DINNER,121.47
578,6775888955,88,2016-04-17,SNACK,134.5
579,6775888955,116,2016-04-17,LUNCH,296.16
580,6775888955,38,2016-04-17,DINNER,246.8
581,6775888955,549,2016-04-17,DINNER,313.32
582,6117666160,76,2016-04-17,BREAKFAST,198.22
583,6117666160,369,2016-04-17,LUNCH,335.34
584,6117666160,560,2016-04-17,BREAKFAST,182.14
585,5577150313,455,2016-04-17,LUNCH,166.6
586,5577150313,74,2016-04-17,BREAKFAST,256.36
587,4702921684,96,2016-04-17,SNACK,274.91
588,4702921684,397,2016-04-17,BREAKFAST,125.6
589,2873212765,111,2016-04-17,DINNER,197.9
590,2873212765,486,2016-04-17,DINNER,348.6
591,2873212765,450,2016-04-17,BREAKFAST,211.3
592,2873212765,551,2016-04-17,DINNER,209.05
593,6290855005,574,2016-04-17,DINNER,344.97
594,6290855005,434,2016-04-17,DINNER,206.63
595,6290855005,248,2016-04-17,DINNER,322.12
596,6290855005,40,2016-04-17,BREAKFAST,208.4
597,8053475328,36,2016-04-17,SNACK,311.18
598,8053475328,472,2016-04-17,LUNCH,250.39
599,8053475328,426,2016-04-17,LUNCH,173.87
600,8053475328,486,2016-04-17,DINNER,258.88
601,4020332650,567,2016-04-17,DINNER,278.87
602,4020332650,396,2016-04-17,SNACK,204.12
603,4020332650,417,2016-04-17,LUNCH,138.18
604,4020332650,548,2016-04-17,DINNER,281.21
605,8378563200,78,2016-04-18,BREAKFAST,153.6
606,8378563200,118,2016-04-18,DINNER,109.9
607,8378563200,229,2016-04-18,BREAKFAST,338.13
608,2873212765,117,2016-04-18,DINNER,271.2
609,2873212765,167,2016-04-18,BREAKFAST,127.3
610,2873212765,472,2016-04-18,SNACK,176.57
611,2873212765,91,2016-04-18,DINNER,209.17
612,8583815059,87,2016-04-18,BREAKFAST,98.88
613,8583815059,230,2016-04-18,DINNER,209.9
614,8583815059,162,2016-04-18,DINNER,291.2
615,8583815059,472,2016-04-18,SNACK,281.96
616,3977333714,265,2016-04-18,BREAKFAST,206.22
617,3977333714,65,2016-04-18,LUNCH,185.86
618,3977333714,122,2016-04-18,LUNCH,145.05
619,3977333714,481,2016-04-18,BREAKFAST,282.98
620,4388161847,186,2016-04-18,LUNCH,198.48
621,4388161847,104,2016-04-18,LUNCH,161.8
622,5577150313,508,2016-04-18,BREAKFAST,331.1
623,5577150313,219,2016-04-18,DINNER,214.44
624,1844505072,379,2016-04-18,DINNER,293.69
625,1844505072,370,2016-04-18,LUNCH,204.45
626,1844505072,513,2016-04-18,SNACK,101.91
627,1844505072,14,2016-04-18,SNACK,84.27
628,1644430081,277,2016-04-18,DINNER,109.34
629,1644430081,342,2016-04-18,SNACK,140.8
630,1644430081,293,2016-04-18,DINNER,294.11
631,1644430081,282,2016-04-18,DINNER,308.92
632,6962181067,586,2016-04-18,LUNCH,243.7
633,6962181067,516,2016-04-18,BREAKFAST,333.48
634,6962181067,395,2016-04-18,LUNCH,173.05
635,6962181067,454,2016-04-18,DINNER,230.39
636,3372868164,176,2016-04-18,BREAKFAST,95.65
637,3372868164,363,2016-04-18,BREAKFAST,336.31
638,6117666160,239,2016-04-18,SNACK,131.82
639,6117666160,452,2016-04-18,BREAKFAST,127.37
640,8053475328,133,2016-04-18,BREAKFAST,143.52
641,8053475328,479,2016-04-18,LUNCH,154.58
642,8053475328,578,2016-04-18,DINNER,340.42
643,8053475328,157,2016-04-18,SNACK,151.44
644,7086361926,256,2016-04-18,SNACK,305.48
645,7086361926,254,2016-04-18,DINNER,137.53
646,7086361926,4,2016-04-18,SNACK,81.16
647,7086361926,582,2016-04-18,DINNER,234.22
648,1927972279,587,2016-04-18,BREAKFAST,298.68
649,1927972279,522,2016-04-18,SNACK,104.04
650,1927972279,215,2016-04-18,DINNER,186.71
651,2347167796,93,2016-04-18,BREAKFAST,209.44
652,2347167796,220,2016-04-18,BREAKFAST,312.69
653,2347167796,441,2016-04-18,DINNER,253.41
654,4319703577,408,2016-04-18,LUNCH,329.3
655,4319703577,436,2016-04-18,DINNER,146.39
656,4319703577,80,2016-04-18,LUNCH,277.05
657,6775888955,573,2016-04-18,LUNCH,134.15
658,6775888955,446,2016-04-18,LUNCH,130.05
659,8792009665,172,2016-04-18,BREAKFAST,151.83
660,8792009665,141,2016-04-18,SNACK,154.02
661,8792009665,274,2016-04-18,DINNER,148.78
662,2320127002,163,2016-04-18,BREAKFAST,89.48
663,2320127002,558,2016-04-18,LUNCH,123.72
664,2320127002,80,2016-04-18,SNACK,252.6
665,2320127002,14,2016-04-18,DINNER,291.38
666,7007744171,95,2016-04-18,SNACK,141.47
667,7007744171,125,2016-04-18,BREAKFAST,93.64
668,7007744171,233,2016-04-18,SNACK,314.2
669,1503960366,181,2016-04-18,DINNER,333.4
670,1503960366,366,2016-04-18,BREAKFAST,276.66
671,1503960366,59,2016-04-18,BREAKFAST,199.13
672,5553957443,517,2016-04-18,SNACK,111.82
673,5553957443,34,2016-04-18,BREAKFAST,144.35
674,5553957443,111,2016-04-18,DINNER,215.78
675,5553957443,312,2016-04-18,DINNER,216.42
676,4445114986,299,2016-04-18,LUNCH,326.55
677,4445114986,345,2016-04-18,SNACK,146.62
678,4020332650,456,2016-04-18,BREAKFAST,274.9
679,4020332650,171,2016-04-18,LUNCH,327.82
680,4020332650,401,2016-04-18,SNACK,345.73
681,4020332650,434,2016-04-18,LUNCH,175.05
682,2022484408,376,2016-04-18,BREAKFAST,156.69
683,2022484408,281,2016-04-18,DINNER,292.7
684,2022484408,389,2016-04-18,LUNCH,183.35
685,2022484408,210,2016-04-18,DINNER,344.59
686,2026352035,521,2016-04-18,LUNCH,303.99
687,2026352035,179,2016-04-18,BREAKFAST,86.6
688,2026352035,461,2016-04-18,DINNER,139.44
689,2026352035,283,2016-04-18,LUNCH,272.22
690,4702921684,358,2016-04-18,BREAKFAST,313.58
691,4702921684,189,2016-04-18,LUNCH,88.34
692,4702921684,333,2016-04-18,LUNCH,187.04
693,8253242879,557,2016-04-18,DINNER,281.44
694,8253242879,31,2016-04-18,LUNCH,319.14
695,8253242879,512,2016-04-18,DINNER,138.3
696,8877689391,242,2016-04-18,BREAKFAST,271.7
697,8877689391,313,2016-04-18,LUNCH,251.6
698,8877689391,323,2016-04-18,BREAKFAST,280.88
699,8877689391,461,2016-04-18,LUNCH,223.54
700,6290855005,73,2016-04-18,BREAKFAST,174.38
701,6290855005,266,2016-04-18,BREAKFAST,236.22
702,6290855005,281,2016-04-18,SNACK,118.08
703,6290855005,61,2016-04-18,SNACK,342.53
704,1624580081,401,2016-04-18,BREAKFAST,112.43
705,1624580081,532,2016-04-18,LUNCH,99.25
706,1624580081,100,2016-04-18,BREAKFAST,347.25
707,1624580081,545,2016-04-18,BREAKFAST,100.0
708,4558609924,18,2016-04-18,SNACK,289.09
709,4558609924,79,2016-04-18,DINNER,250.35
710,2347167796,182,2016-04-19,DINNER,200.8
711,2347167796,242,2016-04-19,SNACK,173.44
712,2347167796,521,2016-04-19,DINNER,206.27
713,6117666160,101,2016-04-19,SNACK,121.45
714,6117666160,249,2016-04-19,LUNCH,146.52
715,8053475328,496,2016-04-19,SNACK,163.07
716,8053475328,564,2016-04-19,BREAKFAST,138.49
717,8053475328,406,2016-04-19,SNACK,266.0
718,8053475328,195,2016-04-19,SNACK,325.65
719,1503960366,175,2016-04-19,BREAKFAST,229.66
720,1503960366,583,2016-04-19,LUNCH,247.9
721,2022484408,92,2016-04-19,LUNCH,264.3
722,2022484408,360,2016-04-19,DINNER,100.0
723,2022484408,369,2016-04-19,DINNER,200.65
724,4558609924,241,2016-04-19,LUNCH,304.03
725,4558609924,257,2016-04-19,SNACK,227.37
726,4558609924,31,2016-04-19,DINNER,285.31
727,4558609924,52,2016-04-19,SNACK,207.59
728,8792009665,296,2016-04-19,DINNER,212.79
729,8792009665,319,2016-04-19,DINNER,222.74
730,4445114986,355,2016-04-19,DINNER,213.25
731,4445114986,590,2016-04-19,DINNER,206.45
732,4445114986,436,2016-04-19,LUNCH,339.79
733,4445114986,378,2016-04-19,DINNER,201.66
734,8253242879,252,2016-04-19,BREAKFAST,278.04
735,8253242879,107,2016-04-19,DINNER,88.68
736,8253242879,129,2016-04-19,LUNCH,233.9
737,8253242879,347,2016-04-19,LUNCH,121.66
738,5553957443,571,2016-04-19,LUNCH,285.1
739,5553957443,63,2016-04-19,LUNCH,142.28
740,5553957443,99,2016-04-19,DINNER,324.56
741,5553957443,555,2016-04-19,LUNCH,215.06
742,3977333714,447,2016-04-19,SNACK,157.46
743,3977333714,93,2016-04-19,SNACK,147.62
744,3977333714,291,2016-04-19,BREAKFAST,150.98
745,4319703577,588,2016-04-19,BREAKFAST,312.19
746,4319703577,443,2016-04-19,DINNER,331.89
747,4319703577,344,2016-04-19,LUNCH,135.04
748,1927972279,312,2016-04-19,LUNCH,346.12
749,1927972279,224,2016-04-19,SNACK,345.96
750,1927972279,395,2016-04-19,LUNCH,324.65
751,8877689391,567,2016-04-19,DINNER,216.49
752,8877689391,160,2016-04-19,DINNER,251.9
753,8877689391,471,2016-04-19,BREAKFAST,190.25
754,6775888955,478,2016-04-19,LUNCH,130.95
755,6775888955,400,2016-04-19,DINNER,309.64
756,6775888955,443,2016-04-19,BREAKFAST,200.5
757,7086361926,135,2016-04-19,SNACK,85.71
758,7086361926,62,2016-04-19,DINNER,165.42
759,3372868164,105,2016-04-19,SNACK,97.54
760,3372868164,151,2016-04-19,LUNCH,94.83
761,2026352035,475,2016-04-19,DINNER,199.57
762,2026352035,13,2016-04-19,DINNER,99.39
763,2026352035,343,2016-04-19,BREAKFAST,296.74
764,2026352035,14,2016-04-19,LUNCH,321.12
765,5577150313,324,2016-04-19,DINNER,228.36
766,5577150313,7,2016-04-19,SNACK,120.51
767,4388161847,84,2016-04-19,SNACK,161.07
768,4388161847,477,2016-04-19,SNACK,208.85
769,4388161847,120,2016-04-19,SNACK,177.11
770,4388161847,390,2016-04-19,LUNCH,140.59
771,1844505072,285,2016-04-19,LUNCH,244.81
772,1844505072,28,2016-04-19,LUNCH,289.7
773,1844505072,62,2016-04-19,DINNER,298.84
774,1844505072,208,2016-04-19,DINNER,272.16
775,1644430081,512,2016-04-19,DINNER,146.3
776,1644430081,61,2016-04-19,DINNER,91.49
777,8583815059,96,2016-04-19,BREAKFAST,134.36
778,8583815059,269,2016-04-19,SNACK,330.98
779,8583815059,132,2016-04-19,DINNER,84.82
780,8583815059,339,2016-04-19,SNACK,329.74
781,1624580081,561,2016-04-19,DINNER,342.09
782,1624580081,301,2016-04-19,SNACK,228.59
783,1624580081,8,2016-04-19,BREAKFAST,101.1
784,4702921684,36,2016-04-19,LUNCH,279.74
785,4702921684,40,2016-04-19,DINNER,100.25
786,4702921684,501,2016-04-19,DINNER,277.04
787,4702921684,363,2016-04-19,DINNER,309.22
788,7007744171,310,2016-04-19,DINNER,341.75
789,7007744171,280,2016-04-19,DINNER,277.94
790,4020332650,14,2016-04-19,BREAKFAST,205.26
791,4020332650,219,2016-04-19,LUNCH,334.49
792,6962181067,434,2016-04-19,BREAKFAST,182.11
793,6962181067,308,2016-04-19,SNACK,309.96
794,2873212765,366,2016-04-19,LUNCH,120.66
795,2873212765,462,2016-04-19,BREAKFAST,103.87
796,2873212765,349,2016-04-19,DINNER,262.03
797,2873212765,143,2016-04-19,DINNER,171.73
798,8378563200,42,2016-04-19,LUNCH,220.42
799,8378563200,183,2016-04-19,DINNER,307.54
800,8378563200,245,2016-04-19,LUNCH,200.53
801,8378563200,281,2016-04-19,BREAKFAST,337.3
802,2320127002,148,2016-04-19,LUNCH,265.63
803,2320127002,69,2016-04-19,LUNCH,92.79
804,2320127002,112,2016-04-19,BREAKFAST,157.38
805,2320127002,384,2016-04-19,LUNCH,117.74
806,6290855005,124,2016-04-19,LUNCH,155.5
807,6290855005,261,2016-04-19,DINNER,88.65
808,1644430081,181,2016-04-20,DINNER,83.72
809,1644430081,404,2016-04-20,SNACK,147.04
810,1644430081,363,2016-04-20,BREAKFAST,203.27
811,7086361926,233,2016-04-20,BREAKFAST,223.22
812,7086361926,452,2016-04-20,LUNCH,240.25
813,6962181067,13,2016-04-20,SNACK,193.75
814,6962181067,374,2016-04-20,LUNCH,107.08
815,4558609924,462,2016-04-20,LUNCH,242.37
816,4558609924,493,2016-04-20,BREAKFAST,286.24
817,2873212765,297,2016-04-20,SNACK,200.13
818,2873212765,454,2016-04-20,SNACK,227.69
819,2873212765,168,2016-04-20,DINNER,119.62
820,2873212765,465,2016-04-20,BREAKFAST,170.8
821,4388161847,113,2016-04-20,BREAKFAST,307.52
822,4388161847,583,2016-04-20,LUNCH,167.45
823,4445114986,284,2016-04-20,LUNCH,115.35
824,4445114986,90,2016-04-20,LUNCH,93.96
825,2026352035,581,2016-04-20,DINNER,215.65
826,2026352035,467,2016-04-20,LUNCH,342.21
827,2026352035,556,2016-04-20,BREAKFAST,149.89
828,2026352035,157,2016-04-20,SNACK,216.23
829,6775888955,506,2016-04-20,SNACK,343.66
830,6775888955,265,2016-04-20,LUNCH,130.35
831,6775888955,77,2016-04-20,LUNCH,161.38
832,6775888955,97,2016-04-20,DINNER,88.39
833,1927972279,231,2016-04-20,LUNCH,151.14
834,1927972279,333,2016-04-20,BREAKFAST,175.91
835,1927972279,119,2016-04-20,DINNER,174.19
836,8053475328,276,2016-04-20,SNACK,323.02
837,8053475328,179,2016-04-20,BREAKFAST,172.52
838,8053475328,423,2016-04-20,DINNER,90.52
839,8053475328,272,2016-04-20,LUNCH,213.54
840,1844505072,327,2016-04-20,BREAKFAST,115.3
841,1844505072,74,2016-04-20,DINNER,297.87
842,1624580081,552,2016-04-20,DINNER,123.97
843,1624580081,359,2016-04-20,DINNER,220.18
844,1624580081,134,2016-04-20,SNACK,223.98
845,1624580081,534,2016-04-20,LUNCH,128.04
846,4020332650,362,2016-04-20,SNACK,90.68
847,4020332650,206,2016-04-20,DINNER,109.23
848,4020332650,265,2016-04-20,LUNCH,144.87
849,8583815059,20,2016-04-20,LUNCH,184.0
850,8583815059,162,2016-04-20,BREAKFAST,171.53
851,8583815059,487,2016-04-20,SNACK,168.54
852,6117666160,53,2016-04-20,BREAKFAST,347.52
853,6117666160,358,2016-04-20,LUNCH,330.7
854,6117666160,193,2016-04-20,SNACK,216.14
855,7007744171,186,2016-04-20,DINNER,197.27
856,7007744171,550,2016-04-20,SNACK,287.06
857,7007744171,313,2016-04-20,LUNCH,297.73
858,7007744171,20,2016-04-20,SNACK,163.28
859,2022484408,292,2016-04-20,SNACK,287.92
860,2022484408,549,2016-04-20,SNACK,105.18
861,3372868164,79,2016-04-20,DINNER,295.79
862,3372868164,388,2016-04-20,SNACK,242.65
863,6290855005,206,2016-04-20,SNACK,201.02
864,6290855005,505,2016-04-20,LUNCH,151.61
865,6290855005,58,2016-04-20,SNACK,186.04
866,4702921684,252,2016-04-20,SNACK,321.31
867,4702921684,502,2016-04-20,BREAKFAST,195.01
868,2320127002,447,2016-04-20,DINNER,149.49
869,2320127002,194,2016-04-20,BREAKFAST,215.72
870,8792009665,30,2016-04-20,DINNER,302.46
871,8792009665,454,2016-04-20,DINNER,149.31
872,8792009665,90,2016-04-20,LUNCH,341.84
873,8877689391,463,2016-04-20,DINNER,118.37
874,8877689391,294,2016-04-20,SNACK,222.14
875,4319703577,484,2016-04-20,LUNCH,111.1
876,4319703577,134,2016-04-20,LUNCH,232.24
877,4319703577,101,2016-04-20,BREAKFAST,274.68
878,1503960366,35,2016-04-20,BREAKFAST,258.99
879,1503960366,354,2016-04-20,DINNER,112.04
880,1503960366,199,2016-04-20,DINNER,333.0
881,1503960366,154,2016-04-20,LUNCH,321.58
882,2347167796,110,2016-04-20,LUNCH,273.88
883,2347167796,153,2016-04-20,BREAKFAST,199.52
884,3977333714,422,2016-04-20,SNACK,315.58
885,3977333714,93,2016-04-20,SNACK,210.24
886,3977333714,278,2016-04-20,LUNCH,329.04
887,8378563200,52,2016-04-20,LUNCH,202.16
888,8378563200,68,2016-04-20,LUNCH,192.36
889,8378563200,530,2016-04-20,LUNCH,131.31
890,8378563200,346,2016-04-20,LUNCH,322.56
891,5577150313,417,2016-04-20,BREAKFAST,256.97
892,5577150313,362,2016-04-20,DINNER,105.39
893,5577150313,282,2016-04-20,BREAKFAST,336.46
894,5577150313,149,2016-04-20,LUNCH,282.1
895,5553957443,289,2016-04-20,SNACK,160.15
896,5553957443,517,2016-04-20,LUNCH,96.37
897,5553957443,81,2016-04-20,SNACK,179.6
898,8253242879,393,2016-04-20,BREAKFAST,249.28
899,8253242879,321,2016-04-20,DINNER,184.8
900,8253242879,151,2016-04-20,LUNCH,173.25
901,4558609924,456,2016-04-21,LUNCH,325.65
902,4558609924,10,2016-04-21,SNACK,294.29
903,4558609924,314,2016-04-21,LUNCH,95.85
904,4558609924,588,2016-04-21,DINNER,195.86
905,8877689391,474,2016-04-21,LUNCH,282.91
906,8877689391,583,2016-04-21,DINNER,217.07
907,8877689391,411,2016-04-21,BREAKFAST,275.33
908,8877689391,318,2016-04-21,BREAKFAST,314.73
909,4388161847,371,2016-04-21,DINNER,89.84
910,4388161847,362,2016-04-21,SNACK,230.17
911,4388161847,547,2016-04-21,DINNER,138.39
912,5577150313,443,2016-04-21,BREAKFAST,135.18
913,5577150313,92,2016-04-21,SNACK,105.27
914,5577150313,384,2016-04-21,LUNCH,319.77
915,5577150313,507,2016-04-21,DINNER,286.34
916,4445114986,118,2016-04-21,DINNER,160.76
917,4445114986,173,2016-04-21,DINNER,90.67
918,4445114986,163,2016-04-21,DINNER,276.69
919,4445114986,49,2016-04-21,BREAKFAST,91.66
920,1644430081,531,2016-04-21,DINNER,284.26
921,1644430081,3,2016-04-21,SNACK,207.34
922,1927972279,515,2016-04-21,DINNER,322.49
923,1927972279,287,2016-04-21,DINNER,348.65
924,1927972279,258,2016-04-21,LUNCH,101.26
925,1927972279,142,2016-04-21,LUNCH,183.86
926,8792009665,451,2016-04-21,LUNCH,286.3
927,8792009665,2,2016-04-21,LUNCH,214.0
928,8792009665,107,2016-04-21,BREAKFAST,328.2
929,6775888955,16,2016-04-21,LUNCH,136.42
930,6775888955,20,2016-04-21,LUNCH,133.49
931,6775888955,40,2016-04-21,LUNCH,234.88
932,6775888955,562,2016-04-21,SNACK,214.46
933,8583815059,92,2016-04-21,DINNER,314.42
934,8583815059,223,2016-04-21,LUNCH,179.78
935,8583815059,342,2016-04-21,BREAKFAST,233.29
936,8583815059,185,2016-04-21,DINNER,98.67
937,2026352035,413,2016-04-21,DINNER,157.78
938,2026352035,101,2016-04-21,DINNER,275.41
939,2320127002,40,2016-04-21,DINNER,104.01
940,2320127002,586,2016-04-21,SNACK,86.41
941,1844505072,435,2016-04-21,SNACK,212.0
942,1844505072,504,2016-04-21,LUNCH,215.18
943,1844505072,321,2016-04-21,LUNCH,347.05
944,1844505072,34,2016-04-21,SNACK,120.53
945,6117666160,558,2016-04-21,BREAKFAST,265.01
946,6117666160,31,2016-04-21,SNACK,151.1
947,6117666160,490,2016-04-21,BREAKFAST,193.02
948,2022484408,207,2016-04-21,LUNCH,162.48
949,2022484408,37,2016-04-21,LUNCH,147.73
950,2022484408,217,2016-04-21,LUNCH,178.56
951,8053475328,89,2016-04-21,BREAKFAST,116.12
952,8053475328,477,2016-04-21,DINNER,267.34
953,1624580081,141,2016-04-21,BREAKFAST,346.54
954,1624580081,259,2016-04-21,BREAKFAST,92.12
955,1624580081,58,2016-04-21,LUNCH,281.98
956,1624580081,499,2016-04-21,SNACK,99.4
957,3372868164,447,2016-04-21,LUNCH,149.56
958,3372868164,349,2016-04-21,DINNER,131.16
959,3372868164,499,2016-04-21,BREAKFAST,113.46
960,3372868164,203,2016-04-21,SNACK,229.92
961,7086361926,352,2016-04-21,LUNCH,146.76
962,7086361926,131,2016-04-21,SNACK,230.09
963,7086361926,469,2016-04-21,LUNCH,160.3
964,1503960366,514,2016-04-21,SNACK,211.52
965,1503960366,195,2016-04-21,LUNCH,108.97
966,1503960366,551,2016-04-21,LUNCH,143.91
967,1503960366,316,2016-04-21,BREAKFAST,222.46
968,4702921684,81,2016-04-21,BREAKFAST,286.64
969,4702921684,40,2016-04-21,BREAKFAST,106.17
970,4702921684,503,2016-04-21,BREAKFAST,323.08
971,4020332650,427,2016-04-21,LUNCH,273.95
972,4020332650,63,2016-04-21,SNACK,238.27
973,4020332650,33,2016-04-21,BREAKFAST,167.07
974,4020332650,41,2016-04-21,SNACK,268.26
975,3977333714,565,2016-04-21,BREAKFAST,198.02
976,3977333714,35,2016-04-21,DINNER,284.15
977,7007744171,295,2016-04-21,DINNER,234.32
978,7007744171,95,2016-04-21,DINNER,93.25
979,7007744171,588,2016-04-21,LUNCH,189.15
980,8378563200,448,2016-04-21,DINNER,253.22
981,8378563200,501,2016-04-21,DINNER,293.37
982,8378563200,344,2016-04-21,DINNER,248.69
983,4319703577,15,2016-04-21,SNACK,263.34
984,4319703577,358,2016-04-21,DINNER,104.41
985,4319703577,460,2016-04-21,SNACK,239.91
986,4319703577,317,2016-04-21,SNACK,139.87
987,2873212765,434,2016-04-21,LUNCH,239.67
988,2873212765,532,2016-04-21,DINNER,171.42
989,5553957443,263,2016-04-21,LUNCH,118.61
990,5553957443,22,2016-04-21,LUNCH,132.12
991,5553957443,494,2016-04-21,LUNCH,180.81
992,5553957443,510,2016-04-21,BREAKFAST,334.92
993,6290855005,582,2016-04-21,BREAKFAST,183.5
994,6290855005,298,2016-04-21,LUNCH,288.58
995,6290855005,139,2016-04-21,BREAKFAST,296.73
996,6962181067,66,2016-04-21,LUNCH,318.59
997,6962181067,338,2016-04-21,BREAKFAST,220.98
998,6962181067,545,2016-04-21,BREAKFAST,229.11
999,6962181067,360,2016-04-21,SNACK,137.17
1000,2347167796,401,2016-04-21,DINNER,154.84
1001,2347167796,483,2016-04-21,SNACK,94.4
1002,2347167796,295,2016-04-21,SNACK,333.89
1003,2347167796,440,2016-04-21,LUNCH,333.01
1004,8253242879,34,2016-04-21,LUNCH,142.84
1005,8253242879,461,2016-04-21,SNACK,305.89
1006,8253242879,314,2016-04-21,BREAKFAST,119.37
1007,8253242879,380,2016-04-21,LUNCH,141.21
1008,7007744171,540,2016-04-22,BREAKFAST,232.1
1009,7007744171,325,2016-04-22,LUNCH,179.39
1010,4445114986,371,2016-04-22,SNACK,326.63
1011,4445114986,456,2016-04-22,LUNCH,323.67
1012,1624580081,490,2016-04-22,DINNER,252.59
1013,1624580081,559,2016-04-22,DINNER,266.43
1014,6962181067,311,2016-04-22,DINNER,181.87
1015,6962181067,10,2016-04-22,BREAKFAST,83.35
1016,6962181067,21,2016-04-22,SNACK,217.63
1017,4558609924,1,2016-04-22,DINNER,147.45
1018,4558609924,300,2016-04-22,LUNCH,222.44
1019,6117666160,573,2016-04-22,SNACK,214.81
1020,6117666160,263,2016-04-22,LUNCH,253.81
1021,6117666160,28,2016-04-22,DINNER,336.5
1022,6117666160,221,2016-04-22,DINNER,157.01
1023,4319703577,586,2016-04-22,LUNCH,246.77
1024,4319703577,15,2016-04-22,LUNCH,263.14
1025,4319703577,409,2016-04-22,SNACK,281.62
1026,2320127002,147,2016-04-22,DINNER,91.14
1027,2320127002,306,2016-04-22,LUNCH,106.99
1028,2026352035,387,2016-04-22,BREAKFAST,282.77
1029,2026352035,271,2016-04-22,DINNER,303.23
1030,2026352035,48,2016-04-22,DINNER,227.21
1031,5553957443,366,2016-04-22,SNACK,113.02
1032,5553957443,155,2016-04-22,SNACK,330.07
1033,5577150313,495,2016-04-22,DINNER,200.22
1034,5577150313,16,2016-04-22,BREAKFAST,170.28
1035,5577150313,170,2016-04-22,LUNCH,124.82
1036,8053475328,267,2016-04-22,LUNCH,321.15
1037,8053475328,119,2016-04-22,SNACK,256.19
1038,4702921684,74,2016-04-22,BREAKFAST,336.68
1039,4702921684,508,2016-04-22,LUNCH,191.02
1040,4702921684,175,2016-04-22,LUNCH,260.2
1041,4702921684,483,2016-04-22,SNACK,203.32
1042,7086361926,444,2016-04-22,DINNER,174.83
1043,7086361926,290,2016-04-22,SNACK,319.39
1044,7086361926,19,2016-04-22,BREAKFAST,301.2
1045,7086361926,415,2016-04-22,SNACK,213.07
1046,4020332650,457,2016-04-22,LUNCH,312.44
1047,4020332650,51,2016-04-22,LUNCH,302.23
1048,4020332650,184,2016-04-22,BREAKFAST,323.58
1049,2347167796,568,2016-04-22,DINNER,194.07
1050,2347167796,517,2016-04-22,SNACK,231.3
1051,2347167796,537,2016-04-22,SNACK,172.5
1052,1844505072,396,2016-04-22,BREAKFAST,319.7
1053,1844505072,171,2016-04-22,DINNER,250.14
1054,1844505072,36,2016-04-22,LUNCH,220.66
1055,8792009665,143,2016-04-22,DINNER,302.19
1056,8792009665,253,2016-04-22,BREAKFAST,133.56
1057,3372868164,587,2016-04-22,LUNCH,276.94
1058,3372868164,487,2016-04-22,LUNCH,295.66
1059,3372868164,422,2016-04-22,SNACK,259.44
1060,3372868164,449,2016-04-22,SNACK,308.51
1061,2873212765,105,2016-04-22,BREAKFAST,281.04
1062,2873212765,586,2016-04-22,SNACK,202.27
1063,1644430081,242,2016-04-22,SNACK,187.07
1064,1644430081,546,2016-04-22,BREAKFAST,186.4
1065,1644430081,123,2016-04-22,LUNCH,146.41
1066,1644430081,233,2016-04-22,SNACK,212.73
1067,8877689391,530,2016-04-22,DINNER,245.86
1068,8877689391,475,2016-04-22,DINNER,200.76
1069,8877689391,231,2016-04-22,LUNCH,187.63
1070,4388161847,183,2016-04-22,DINNER,300.82
1071,4388161847,294,2016-04-22,BREAKFAST,281.32
